chr	Start	End	Length	Hits	center	median
chr17	10285348	10285461	114	6.993418185	10285394	10285396
chr17	10649765	10649817	53	2.788786393	10649802	10649802
chr17	10666577	10666939	363	31.68490386	10666892	10666839
chr17	10711567	10711746	180	26.15023548	10711680	10711673
chr17	10719946	10719979	34	9.16009069	10719968	10719968
chr17	10979066	10979269	204	18.59906002	10979218	10979200
chr17	11113598	11113658	61	2.55281216	11113631	11113636
chr17	11141374	11141444	71	8.344906976	11141399	11141401
chr17	11274944	11275789	846	135.7924451	11275447	11275450
chr17	11291823	11292222	400	115.4557567	11292025	11292037
chr17	11319378	11319732	355	13.12874825	11319641	11319614
chr17	11570633	11570721	89	4.183179589	11570668	11570672
chr17	11711970	11712000	31	4.526414838	11711979	11711979
chr17	11829917	11830164	248	44.51332127	11830026	11830028
chr17	12087097	12087148	52	4.419153823	12087114	12087112
chr17	12106224	12106509	286	52.66515842	12106385	12106396
chr17	12136979	12137045	67	2.509907754	12137011	12137001
chr17	12335955	12335982	28	1.201323369	12335976	12335968
chr17	12407158	12407311	154	16.3251265	12407251	12407248
chr17	12679480	12679612	133	14.97363771	12679533	12679539
chr17	12698106	12699062	957	138.6670403	12698823	12698739
chr17	12750878	12751601	724	73.98864822	12751279	12751266
chr17	12986319	12986350	32	1.995054881	12986331	12986328
chr17	13749258	13749337	80	5.727738207	13749295	13749297
chr17	13852780	13853086	307	9.932369999	13853017	13852951
chr17	14046258	14046308	51	10.81191032	14046286	14046285
chr17	14296320	14296389	70	6.435660907	14296381	14296381
chr17	14350764	14350932	169	18.51325121	14350845	14350846
chr17	15354365	15354485	121	14.86637669	15354424	15354425
chr17	15369423	15369460	38	4.11882298	15369438	15369438
chr17	15416572	15416748	177	41.96050911	15416649	15416650
chr17	15429841	15430270	430	94.99035498	15430174	15430124
chr17	15708890	15709283	394	60.49521252	15708980	15709001
chr17	15755455	15756079	625	68.153649	15755662	15755694
chr17	15887144	15887253	110	4.805293477	15887194	15887194
chr17	16256320	16256367	48	2.402646738	16256347	16256336
chr17	16335368	16335948	581	109.7709229	16335516	16335580
chr17	16459830	16460135	306	10.18979644	16460071	16459981
chr17	17384092	17384884	793	103.9573758	17384495	17384539
chr17	17409292	17409406	115	13.4934357	17409329	17409331
chr17	17626323	17626389	67	11.30531099	17626368	17626368
chr17	17643314	17643431	118	7.1006792	17643370	17643368
chr17	17653068	17654066	999	962.3029232	17653629	17653633
chr17	17795682	17796185	504	46.10078429	17795736	17795913
chr17	17843936	17844022	87	6.049521252	17843985	17843983
chr17	21282877	21283300	424	7.658436479	21282883	21283050
chr17	21678545	21678861	317	18.08420715	21678578	21678602
chr17	21908958	21908998	41	8.816855442	21908980	21908980
chr17	22355090	22355171	82	3.518161296	22355130	22355129
chr17	22710065	22710187	123	10.08253542	22710082	22710105
chr17	23554516	23554669	154	29.04628289	23554610	23554609
chr17	23591757	23592074	318	12.0346859	23591790	23591854
chr17	23718085	23718410	326	85.33686362	23718317	23718306
chr17	23801202	23801285	84	9.910917796	23801261	23801259
chr17	24052985	24053192	208	38.61396544	24053089	24053086
chr17	24057821	24058235	415	47.85986494	24057944	24057950
chr17	24063649	24064015	367	46.31530632	24063968	24063948
chr17	24288991	24289920	930	245.3702982	24289536	24289524
chr17	24346984	24347091	108	8.323454773	24347033	24347034
chr17	24735024	24735571	548	35.69646583	24735248	24735312
chr17	24865280	24865375	96	6.907609373	24865316	24865319
chr17	24874168	24874434	267	21.73108166	24874214	24874232
chr17	24924881	24925015	135	14.50168924	24924956	24924956
chr17	25034948	25035524	577	465.7058754	25035175	25035185
chr17	25049151	25049202	52	4.290440604	25049171	25049172
chr17	25300871	25300910	40	7.229392418	25300880	25300880
chr17	25382627	25383194	568	54.01664721	25382693	25382742
chr17	25407007	25407117	111	5.105624319	25407034	25407047
chr17	25547599	25548236	638	74.93254516	25547930	25547940
chr17	26213959	26214065	107	5.834999222	26214024	26214022
chr17	26281693	26282029	337	18.66341663	26282000	26281945
chr17	26343842	26343921	80	3.968657559	26343875	26343877
chr17	26556138	26556583	446	39.34334034	26556474	26556458
chr17	26625602	26626004	403	45.28560058	26625910	26625889
chr17	26666038	26666064	27	1.995054881	26666044	26666051
chr17	27005030	27005181	152	13.5148879	27005095	27005098
chr17	27116744	27117756	1013	20.85154134	27116747	27117254
chr17	27365147	27366443	1297	155.5499241	27365890	27365852
chr17	27453223	27453774	552	37.86313833	27453498	27453490
chr17	27455265	27455347	83	5.53466838	27455324	27455325
chr17	27459452	27459913	462	39.25753153	27459818	27459787
chr17	27563295	27563362	68	4.82674568	27563331	27563331
chr17	27933337	27934159	823	114.4689553	27933823	27933818
chr17	28042484	28042554	71	6.843252764	28042518	28042518
chr17	28198387	28198546	160	26.19313989	28198485	28198485
chr17	28221783	28222158	376	46.55128056	28221847	28221873
chr17	28648139	28648234	96	24.39115484	28648155	28648158
chr17	28687244	28687672	429	54.74602211	28687338	28687368
chr17	28702716	28703278	563	171.7892418	28703005	28703000
chr17	28716194	28716604	411	64.44241788	28716291	28716310
chr17	28733059	28733105	47	2.316837926	28733083	28733080
chr17	28750795	28751004	210	35.93244006	28750921	28750929
chr17	29059854	29059969	116	8.5165246	29059906	29059908
chr17	29081728	29081753	26	3.47525689	29081734	29081734
chr17	29305006	29305137	132	12.91422622	29305069	29305069
chr17	29307093	29307469	377	18.17001596	29307404	29307321
chr17	29641342	29641470	129	12.12049471	29641415	29641414
chr17	29872673	29872841	169	52.98694146	29872753	29872751
chr17	29923982	29924055	74	3.19637825	29924023	29924031
chr17	30009840	30010999	1160	103.2280009	30010201	30010312
chr17	30090634	30090759	126	8.066028336	30090678	30090680
chr17	30112221	30112567	347	35.97534447	30112339	30112345
chr17	30157164	30157788	625	61.16023082	30157481	30157473
chr17	30377864	30378007	144	9.095734081	30377946	30377941
chr17	30402849	30403355	507	87.9969368	30403252	30403217
chr17	30491515	30491663	149	15.20961194	30491607	30491608
chr17	30648134	30648348	215	116.9359587	30648232	30648233
chr17	30764278	30764398	121	8.409263585	30764352	30764350
chr17	31139641	31139667	27	5.899355831	31139653	31139653
chr17	31363355	31363398	44	3.067665032	31363391	31363390
chr17	31366888	31367565	678	57.74933054	31367047	31367123
chr17	31411943	31412558	616	86.5810914	31412291	31412269
chr17	31472142	31472769	628	144.1588043	31472363	31472432
chr17	31613446	31613640	195	32.54299198	31613543	31613540
chr17	31727272	31727780	509	219.8207244	31727448	31727458
chr17	31734477	31735047	571	63.97046941	31734764	31734777
chr17	31914671	31914708	38	2.252481317	31914688	31914688
chr17	31943540	31944528	989	198.754661	31943966	31943975
chr17	32051265	32052417	1153	562.0477192	32051806	32051800
chr17	32188265	32188805	541	44.23444263	32188554	32188537
chr17	32310932	32311748	817	210.5748249	32311451	32311439
chr17	32320200	32320286	87	10.91917134	32320236	32320238
chr17	32460470	32460533	64	31.27731201	32460487	32460487
chr17	32681957	32682044	88	3.625422311	32681996	32681997
chr17	32914663	32914777	115	14.00828857	32914704	32914705
chr17	33101351	33101427	77	6.800348358	33101399	33101397
chr17	33664456	33665015	560	42.38955317	33664695	33664725
chr17	33722342	33722421	80	3.046212829	33722381	33722379
chr17	34415704	34415974	271	11.51983302	34415786	34415806
chr17	34899504	34899534	31	2.488455551	34899513	34899515
chr17	35020537	35020917	381	42.96876265	35020830	35020769
chr17	35117656	35118096	441	80.939162	35117998	35117949
chr17	35287480	35287585	106	12.33501674	35287541	35287538
chr17	35946738	35946967	230	50.62719913	35946829	35946832
chr17	36847978	36848062	85	17.41918885	36848019	36848018
chr17	37498247	37498274	28	1.63036743	37498261	37498255
chr17	38229561	38229585	25	6.349852095	38229576	38229576
chr17	39087734	39087863	130	7.207940215	39087734	39087782
chr17	39847479	39847860	382	12.95713063	39847701	39847685
chr17	40486459	40487507	1049	451.9121089	40487179	40487163
chr17	40956701	40956808	108	8.280550367	40956735	40956739
chr17	42814594	42814644	51	9.481873736	42814613	42814613
chr17	43096844	43096968	125	5.877903628	43096901	43096906
chr17	43459573	43459631	59	2.080863693	43459603	43459605
chr17	43820077	43820171	95	11.15514557	43820125	43820127
chr17	43930691	43930742	52	2.917499611	43930729	43930729
chr17	44033846	44034298	453	101.9408688	44034192	44034162
chr17	44041884	44042305	422	25.5281216	44042247	44042171
chr17	44173601	44173745	145	21.64527285	44173683	44173679
chr17	44290279	44290432	154	22.56771758	44290362	44290367
chr17	44582513	44582647	135	14.37297602	44582588	44582585
chr17	44884185	44884532	348	37.47699868	44884457	44884414
chr17	44986029	44986950	922	11.17659777	44986922	44986636
chr17	45046756	45046801	46	5.577572786	45046768	45046770
chr17	45085011	45085472	462	109.0630002	45085144	45085166
chr17	45319260	45319346	87	4.955458898	45319308	45319307
chr17	45357388	45357709	322	43.18328468	45357448	45357491
chr17	45387399	45387425	27	8.001671727	45387410	45387411
chr17	45534233	45534257	25	2.810238596	45534250	45534250
chr17	45726563	45726805	243	19.22117391	45726639	45726656
chr17	46011402	46011496	95	5.298694146	46011429	46011429
chr17	46273166	46273298	133	19.62876577	46273252	46273246
chr17	46537933	46539083	1151	378.7815488	46538518	46538489
chr17	46938616	46938901	286	6.221138876	46938869	46938788
chr17	46942788	46943260	473	36.27567531	46943031	46943026
chr17	47352086	47352166	81	5.599024989	47352139	47352137
chr17	47446287	47447520	1234	357.3078935	47446951	47446864
chr17	47488922	47488967	46	2.402646738	47488946	47488947
chr17	47541368	47541946	579	86.04478632	47541685	47541635
chr17	47585601	47585765	165	30.86972015	47585718	47585716
chr17	48598742	48599143	402	19.69312237	48598850	48598879
chr17	48648304	48648610	307	21.25913319	48648342	48648367
chr17	48960273	48960335	63	6.006616846	48960275	48960275
chr17	49052209	49052291	83	5.513216177	49052273	49052267
chr17	49276950	49277548	599	148.878289	49277433	49277385
chr17	49488559	49489209	651	96.36329598	49488873	49488868
chr17	49675320	49675530	211	7.658436479	49675525	49675465
chr17	49801638	49801679	42	2.402646738	49801655	49801655
chr17	50083400	50083452	53	7.079226997	50083439	50083438
chr17	50234495	50234769	275	31.87797369	50234679	50234659
chr17	50630728	50630868	141	14.99508991	50630750	50630759
chr17	50730601	50731339	739	116.3567492	50730853	50730877
chr17	50799811	50800125	315	33.67995874	50799901	50799916
chr17	50857215	50857409	195	28.89611747	50857293	50857301
chr17	51001056	51001177	122	7.958767321	51001137	51001132
chr17	51253433	51253495	63	1.523106415	51253465	51253466
chr17	51524022	51524056	35	3.239282656	51524044	51524044
chr17	51821539	51821615	77	5.620477192	51821563	51821563
chr17	51844871	51845260	390	25.93571345	51845159	51845069
chr17	51946404	51946603	200	42.34664877	51946508	51946511
chr17	52166229	52166644	416	29.21790052	52166345	52166361
chr17	52470051	52470171	121	12.24920793	52470119	52470115
chr17	52561051	52561715	665	119.1455356	52561404	52561423
chr17	52606578	52606672	95	6.993418185	52606649	52606644
chr17	52700097	52700146	50	3.582517905	52700133	52700139
chr17	53301519	53301899	381	28.18819477	53301833	53301803
chr17	53415817	53415913	97	10.79045812	53415859	53415859
chr17	53517996	53518114	119	10.44722287	53518079	53518077
chr17	53661464	53661654	191	11.24095438	53661546	53661556
chr17	53678956	53678990	35	2.037959287	53678965	53678969
chr17	53687606	53687664	59	5.770642613	53687617	53687619
chr17	54212293	54212390	98	23.27564028	54212342	54212343
chr17	54318969	54318995	27	9.760752375	54318974	54318974
chr17	54846220	54846828	609	36.27567531	54846550	54846502
chr17	54940678	54940766	89	4.268988401	54940729	54940727
chr17	55069767	55069911	145	28.68159544	55069800	55069805
chr17	55288851	55290362	1512	571.8084716	55289835	55289797
chr17	55490048	55490172	125	15.638656	55490137	55490133
chr17	55530281	55530628	348	30.74100693	55530577	55530512
chr17	55952350	55952673	324	13.53634011	55952405	55952451
chr17	55992757	55993034	278	9.43896933	55992826	55992875
chr17	56055953	56056704	752	212.2480967	56056333	56056347
chr17	56317783	56318139	357	25.07762533	56317873	56317902
chr17	56383485	56383595	111	16.77562276	56383548	56383547
chr17	56384750	56384800	51	2.896047408	56384778	56384776
chr17	56556370	56556407	38	7.272296825	56556391	56556391
chr17	56588133	56588168	36	2.595716566	56588133	56588134
chr17	56686243	56686916	674	213.8784641	56686639	56686628
chr17	57028977	57029107	131	48.37471782	57029069	57029068
chr17	57800959	57801061	103	10.36141406	57800998	57801001
chr17	57890873	57891017	145	10.98352795	57890963	57890953
chr17	58270764	58270929	166	15.70301261	58270858	58270861
chr17	59070488	59070531	44	3.024760626	59070505	59070505
chr17	59124648	59124745	98	3.990109762	59124704	59124700
chr17	59557777	59557966	190	25.72119142	59557865	59557865
chr17	60247540	60247664	125	16.02479566	60247608	60247607
chr17	60366394	60366442	49	3.19637825	60366415	60366421
chr17	61204092	61204164	73	8.816855442	61204140	61204138
chr17	61627104	61627174	71	9.2244473	61627158	61627154
chr17	62306550	62306929	380	54.87473533	62306847	62306824
chr17	62550297	62551054	758	32.43573097	62550655	62550717
chr17	62642657	62642776	120	7.572627667	62642750	62642733
chr17	62657276	62657381	106	8.280550367	62657336	62657335
chr17	62842239	62842309	71	3.947205356	62842263	62842260
chr17	62889146	62889343	198	21.68817726	62889239	62889244
chr17	62992212	62992544	333	103.2923576	62992375	62992388
chr17	63261787	63261933	147	9.181542893	63261866	63261857
chr17	63266220	63266543	324	39.27898373	63266436	63266420
chr17	63285525	63285923	399	31.49183404	63285831	63285795
chr17	63307509	63307734	226	75.42594583	63307630	63307627
chr17	63413892	63414186	295	22.86804842	63414155	63414118
chr17	63502534	63502879	346	28.70304764	63502809	63502791
chr17	63519552	63519578	27	2.295385723	63519567	63519567
chr17	63599253	63600105	853	302.197184	63599566	63599587
chr17	63725418	63725809	392	56.33348514	63725504	63725511
chr17	64092789	64092913	125	5.04126771	64092855	64092850
chr17	64138126	64138699	574	45.99352328	64138412	64138389
chr17	64483772	64483882	111	11.71290285	64483817	64483822
chr17	64581896	64582323	428	90.50684455	64582038	64582043
chr17	64597648	64597689	42	5.599024989	64597675	64597675
chr17	64707632	64708182	551	143.493786	64707968	64707902
chr17	64748047	64748096	50	8.108932742	64748066	64748066
chr17	64757756	64757922	167	40.33014168	64757838	64757839
chr17	64835463	64836028	566	34.45223805	64835532	64835573
chr17	64847162	64847228	67	8.988473066	64847194	64847195
chr17	65066195	65066588	394	17.95549393	65066288	65066321
chr17	65182684	65182710	27	2.016507084	65182685	65182692
chr17	65642681	65642910	230	19.58586136	65642816	65642802
chr17	65649476	65649916	441	73.51669976	65649844	65649808
chr17	65762912	65762988	77	4.247536198	65762947	65762948
chr17	65820515	65821887	1373	71.54309708	65821774	65821544
chr17	65833603	65834710	1108	271.8852211	65834089	65834059
chr17	65876824	65876885	62	7.615532073	65876861	65876861
chr17	65917354	65917460	107	16.56110073	65917433	65917432
chr17	66197196	66197233	38	2.55281216	66197214	66197213
chr17	66287877	66288088	212	38.54960883	66287983	66287985
chr17	66420258	66421112	855	213.1061848	66420525	66420581
chr17	66665727	66665983	257	46.72289818	66665822	66665828
chr17	66939615	66940160	546	148.0202009	66939845	66939840
chr17	67295106	67295409	304	39.62221898	67295386	67295363
chr17	67312887	67312911	25	10.21124864	67312911	67312911
chr17	67388941	67389003	63	9.932369999	67388969	67388970
chr17	67410453	67410582	130	35.09580414	67410539	67410535
chr17	67522941	67522981	41	13.00003503	67522963	67522963
chr17	67603259	67603324	66	3.153473844	67603305	67603298
chr17	67659490	67659575	86	8.859759848	67659544	67659542
chr17	67688035	67688285	251	30.03308423	67688113	67688125
chr17	67753146	67753555	410	23.46871011	67753254	67753294
chr17	67933622	67933686	65	3.47525689	67933654	67933654
chr17	67982558	67983221	664	61.7823447	67982863	67982829
chr17	68174369	68174971	603	61.7394403	68174440	68174496
chr17	68491791	68491869	79	9.138638487	68491823	68491823
chr17	68779606	68779699	94	13.96538417	68779651	68779652
chr17	68919720	68919922	203	18.36308579	68919809	68919812
chr17	69075780	69075858	79	14.00828857	69075839	69075839
chr17	69226422	69227085	664	96.04151293	69226683	69226693
chr17	69250518	69250800	283	132.4673537	69250712	69250705
chr17	69404654	69404786	133	11.64854624	69404720	69404720
chr17	69420530	69420605	76	2.874595205	69420563	69420570
chr17	69518876	69519023	148	17.39773665	69518917	69518931
chr17	69588964	69589075	112	8.795403239	69589014	69589017
chr17	70127502	70127608	107	6.500017516	70127551	70127550
chr17	70128803	70128896	94	11.41257201	70128852	70128852
chr17	70423006	70423596	591	58.54306205	70423284	70423289
chr17	70433943	70433995	53	6.435660907	70433967	70433967
chr17	70646416	70646617	202	26.49347073	70646515	70646516
chr17	70762133	70762299	167	25.46376499	70762254	70762246
chr17	70851618	70851646	29	7.937315118	70851630	70851630
chr17	71247549	71247668	120	5.169980928	71247552	71247597
chr17	71282733	71282816	84	11.99178149	71282755	71282759
chr17	71394360	71394411	52	3.947205356	71394399	71394398
chr17	71423324	71423377	54	4.934006695	71423341	71423344
chr17	71433689	71434019	331	21.94560369	71433932	71433901
chr17	71654512	71655046	535	28.16674257	71654973	71654869
chr17	71744359	71744989	631	84.17844466	71744634	71744661
chr17	71753901	71754063	163	28.70304764	71754010	71754008
chr17	71797900	71798016	117	19.00665188	71797955	71797954
chr17	71823540	71823597	58	17.95549393	71823567	71823567
chr17	72075994	72076084	91	8.795403239	72076022	72076022
chr17	72092639	72092703	65	3.024760626	72092673	72092676
chr17	72165274	72165678	405	42.17503114	72165533	72165529
chr17	73284675	73284728	54	7.443914449	73284682	73284682
chr17	73364696	73364759	64	7.980219524	73364737	73364737
chr17	73728168	73729069	902	323.0272731	73728720	73728671
chr17	74358974	74359713	740	174.771098	74359265	74359279
chr17	74541970	74542102	133	31.2558598	74542023	74542024
chr17	74966339	74967255	917	135.3634011	74966881	74966828
chr17	75210062	75210183	122	8.344906976	75210112	75210114
chr17	75365856	75365927	72	6.650182937	75365903	75365903
chr17	75433255	75433325	71	2.55281216	75433288	75433298
chr17	75487727	75487771	45	3.303639265	75487743	75487744
chr17	75549297	75549731	435	265.1063249	75549632	75549626
chr17	75614764	75614802	39	3.646874514	75614790	75614792
chr17	75690778	75691344	567	39.7509322	75691037	75691044
chr17	75696255	75696296	42	2.509907754	75696270	75696275
chr17	75879171	75879464	294	71.6932625	75879325	75879314
chr17	76327531	76328166	636	23.83339756	76327851	76327866
chr17	76415172	76415876	705	160.5482874	76415743	76415730
chr17	76686683	76686853	171	10.79045812	76686793	76686780
chr17	76875251	76875316	66	2.874595205	76875285	76875292
chr17	76988878	76989010	133	31.87797369	76988960	76988963
chr17	77080941	77081029	89	3.968657559	77080977	77080977
chr17	77802089	77802140	52	6.821800561	77802125	77802124
chr17	78247199	78247335	137	11.60564184	78247245	78247248
chr17	78265376	78265667	292	22.37464775	78265618	78265589
chr17	78290918	78290978	61	11.47692862	78290945	78290945
chr17	78352903	78353003	101	7.143583606	78352935	78352938
chr17	78359763	78360378	616	87.95403239	78359985	78360010
chr17	78650479	78651797	1319	1071.537541	78651146	78651136
chr17	78775070	78775124	55	6.45711311	78775093	78775094
chr17	78913092	78913909	818	75.31868481	78913395	78913398
chr17	78951700	78951794	95	11.64854624	78951747	78951747
chr17	78970554	78970662	109	11.21950218	78970584	78970586
chr17	79626250	79626348	99	5.212885334	79626271	79626273
chr17	79667708	79668147	440	46.76580259	79668029	79667981
chr17	79673034	79673134	101	5.663381598	79673078	79673079
chr17	79726113	79726210	98	8.537976803	79726161	79726162
chr17	79761016	79761128	113	11.45547641	79761062	79761062
chr17	79857954	79857998	45	2.531359957	79857968	79857968
chr17	79931420	79931485	66	5.727738207	79931454	79931453
chr17	79970248	79970296	49	8.173289351	79970263	79970264
chr17	80017081	80017133	53	3.046212829	80017113	80017112
chr17	80086538	80086608	71	4.526414838	80086574	80086574
chr17	80120504	80120673	170	27.99512494	80120600	80120598
chr17	80135946	80136041	96	8.537976803	80135981	80135983
chr17	80177634	80178360	727	108.3121731	80178158	80178093
chr17	80242037	80242087	51	3.260734859	80242054	80242054
chr17	80250879	80250954	76	7.358105637	80250917	80250917
chr17	80410177	80410680	504	41.98196131	80410418	80410428
chr17	80412618	80413282	665	147.5268002	80412968	80412961
chr17	80441409	80441440	32	3.367995874	80441423	80441422
chr17	80617161	80617495	335	14.86637669	80617421	80617385
chr17	80626170	80626238	69	3.046212829	80626206	80626203
chr17	81072047	81072409	363	18.64196443	81072341	81072305
chr17	81104508	81104575	68	9.760752375	81104539	81104538
chr17	81427450	81427518	69	2.960404017	81427471	81427467
chr17	81468197	81468259	63	3.410900281	81468229	81468232
chr17	82532143	82532188	46	6.092425658	82532167	82532167
chr17	82846587	82846687	101	4.762389071	82846637	82846636
chr17	83067056	83067102	47	2.467003348	83067087	83067078
chr17	83172390	83172533	144	20.12216643	83172452	83172454
chr17	83212377	83212488	112	7.980219524	83212442	83212442
chr17	83272502	83272794	293	21.96705589	83272567	83272606
chr17	83367223	83368079	857	161.556541	83367702	83367695
chr17	83579659	83580058	400	41.05951658	83580002	83579972
chr17	83617017	83617584	568	131.5663611	83617063	83617105
chr17	83701808	83702204	397	68.90447611	83701873	83701900
chr17	83718150	83718479	330	30.24760626	83718320	83718304
chr17	84005020	84005616	597	122.8353145	84005267	84005277
chr17	84016814	84016919	106	8.387811382	84016855	84016857
chr17	84043496	84043591	96	20.03635762	84043545	84043544
chr17	84055064	84055131	68	3.217830453	84055100	84055093
chr17	84274195	84274488	294	8.559429006	84274227	84274289
chr17	84375569	84375703	135	9.353160518	84375606	84375612
chr17	84624345	84624377	33	5.770642613	84624356	84624356
chr17	84632378	84632456	79	3.582517905	84632412	84632412
chr17	84779408	84779450	43	2.381194535	84779435	84779448
chr17	84785362	84785439	78	7.679888682	84785404	84785403
chr17	84917742	84917828	87	11.92742488	84917772	84917774
chr17	84980917	84981179	263	9.910917796	84981139	84981092
chr17	85043326	85044863	1538	794.6754088	85044473	85044464
chr17	85120134	85120201	68	4.311892807	85120186	85120185
chr17	85294874	85295233	360	209.9098066	85294969	85294973
chr17	85376333	85376491	159	32.22120894	85376397	85376407
chr17	85438270	85438294	25	2.660073175	85438294	85438294
chr17	85623570	85623594	25	2.445551145	85623590	85623590
chr17	85653782	85654410	629	34.13045501	85654029	85654033
chr17	85693834	85694123	290	72.57280282	85693898	85693904
chr17	85710973	85711368	396	52.04304453	85711119	85711125
chr17	85753334	85753420	87	5.234337537	85753399	85753392
chr17	85771071	85771174	104	9.288803909	85771129	85771129
chr17	85850587	85851309	723	46.65854157	85850977	85850956
chr17	85869370	85869409	40	3.603970108	85869397	85869392
chr17	85942371	85942553	183	25.97861786	85942478	85942472
chr17	86053749	86054342	594	42.32519656	86054056	86054061
chr17	86070328	86070528	201	15.57429939	86070465	86070447
chr17	86121372	86122441	1070	206.0913144	86121888	86121898
chr17	86161333	86161707	375	25.46376499	86161379	86161431
chr17	86373858	86373932	75	4.848197883	86373880	86373884
chr17	86593452	86593519	68	3.367995874	86593479	86593480
chr17	86630897	86630979	83	4.462058229	86630934	86630934
chr17	87221126	87221185	60	6.628730734	87221148	87221149
chr17	87313485	87314012	528	136.2858458	87313800	87313795
chr17	87340191	87340306	116	9.310256112	87340245	87340247
chr17	87460046	87460388	343	28.25255138	87460306	87460271
chr17	87720570	87720652	83	4.998363304	87720600	87720601
chr17	87767286	87767370	85	12.95713063	87767321	87767322
chr17	88013927	88014842	916	255.5600946	88014536	88014510
chr17	88032738	88032939	202	18.19146816	88032814	88032824
chr17	88201392	88201466	75	6.607278531	88201439	88201439
chr17	88329887	88329913	27	2.55281216	88329904	88329908
chr17	88365897	88365979	83	3.775587732	88365949	88365946
chr17	88568390	88568569	180	36.8977892	88568497	88568493
chr17	88592167	88592207	41	2.810238596	88592189	88592188
chr17	88653977	88654049	73	3.174926047	88654009	88654010
chr17	88659957	88660191	235	5.641929395	88660172	88660080
chr17	88664583	88666093	1511	57.66352172	88664935	88665292
chr17	88782777	88782957	181	25.69973922	88782883	88782877
chr17	88893183	88893467	285	17.91258952	88893439	88893411
chr17	88973229	88973371	143	11.92742488	88973289	88973295
chr17	89312217	89313013	797	27.63043749	89312280	89312534
chr17	89396497	89396624	128	12.24920793	89396577	89396574
chr17	89405266	89406015	750	209.5880235	89405639	89405646
chr17	89713693	89713826	134	38.29218239	89713787	89713780
chr17	90146591	90146961	371	19.1997217	90146874	90146843
chr17	90158852	90159356	505	34.58095127	90159124	90159109
chr17	90380916	90381062	147	16.94724039	90380975	90380978
chr17	90640107	90640136	30	4.161727386	90640119	90640117
chr17	90755187	90755562	376	56.31203293	90755460	90755448
chr17	90765240	90765934	695	174.1918885	90765588	90765583
chr17	90854662	90854754	93	8.688142224	90854709	90854709
chr17	90989442	90989568	127	9.117186284	90989513	90989506
chr17	91030437	91030490	54	2.681525378	91030465	91030465
chr17	91039555	91039988	434	96.12732174	91039858	91039846
chr17	91127536	91127581	46	3.132021641	91127568	91127567
chr17	91606183	91606297	115	34.00174179	91606246	91606246
chr17	91671186	91671336	151	11.3482154	91671251	91671254
chr17	91963100	91963139	40	4.762389071	91963118	91963118
chr17	92075260	92075324	65	3.839944341	92075297	92075298
chr17	92199407	92199495	89	4.39770162	92199448	92199449
chr17	92707370	92707466	97	5.556120583	92707438	92707429
chr17	92956422	92956451	30	2.960404017	92956439	92956439
chr17	93470741	93470802	62	6.757443952	93470790	93470788
chr17	94866350	94866416	67	2.445551145	94866378	94866368
chr18	3561676	3561706	31	3.496709093	3561689	3561689
chr18	3770281	3770805	525	66.30875954	3770516	3770527
chr18	3930223	3930305	83	7.229392418	3930285	3930281
chr18	4122362	4122626	265	11.90597268	4122547	4122519
chr18	4152033	4152142	110	4.61222365	4152096	4152094
chr18	4320859	4321295	437	26.10733108	4320951	4321002
chr18	4382689	4382900	212	11.51983302	4382689	4382731
chr18	4425615	4426288	674	100.8682586	4425910	4425888
chr18	4439484	4439688	205	109.2131656	4439579	4439582
chr18	4596883	4596946	64	5.405955162	4596916	4596916
chr18	4601929	4601993	65	3.539613499	4601947	4601949
chr18	4645363	4645747	385	122.0630352	4645631	4645624
chr18	4814688	4814813	126	29.45387475	4814769	4814768
chr18	5245565	5246117	553	99.19498677	5245906	5245896
chr18	5253440	5253956	517	50.64865134	5253834	5253762
chr18	5400615	5401172	558	72.10085436	5400823	5400834
chr18	5461794	5462563	770	126.6538066	5462070	5462088
chr18	5489235	5489540	306	102.6487915	5489367	5489370
chr18	5585948	5586045	98	3.990109762	5585992	5585992
chr18	5804079	5804259	181	8.559429006	5804129	5804160
chr18	5855262	5855362	101	4.054466371	5855308	5855311
chr18	6278403	6278466	64	11.41257201	6278465	6278464
chr18	6440920	6441243	324	12.52808656	6441210	6441105
chr18	6453591	6453969	379	28.33836019	6453713	6453730
chr18	6484653	6484729	77	3.453804687	6484668	6484683
chr18	6493884	6494315	432	93.40289196	6493984	6493996
chr18	6514211	6514288	78	4.462058229	6514259	6514255
chr18	6996266	6996330	65	3.861396544	6996298	6996299
chr18	7440627	7441199	573	80.9177098	7440921	7440917
chr18	7568124	7568257	134	20.22942745	7568205	7568202
chr18	7693103	7693309	207	4.590771447	7693126	7693209
chr18	7869967	7870156	190	7.830054103	7870009	7870047
chr18	8209170	8209194	25	2.76733419	8209188	8209187
chr18	8486510	8486663	154	15.44558618	8486605	8486598
chr18	8780196	8780334	139	6.328399892	8780259	8780257
chr18	8964872	8964997	126	20.07926203	8964909	8964911
chr18	8992891	8992931	41	4.740936868	8992913	8992913
chr18	9615894	9616163	270	14.41588043	9616104	9616065
chr18	9813242	9813300	59	5.899355831	9813285	9813284
chr18	9837578	9838028	451	73.21636891	9837725	9837750
chr18	9841274	9841443	170	15.74591702	9841351	9841351
chr18	10455284	10456058	775	195.794257	10455935	10455818
chr18	10585135	10585341	207	25.63538261	10585193	10585220
chr18	10774663	10775004	342	20.5726627	10774953	10774915
chr18	10810105	10810175	71	6.328399892	10810148	10810146
